SN,고객번호,우편번호,시도,시군구,동단위,나이,고객등급,고객등급코드,가입일자,가입기간, 수신 총잔액 , 신용대출한도 ,신용등급, 담보대출한도 ,년간 환전액,분기당 해외 송금액,스마트뱅킹 사용여부,폰뱅킹사용여부, 월소득 예상금액 ,인터넷뱅킹사용횟수, 인터넷뱅킹 사용 금액 ,가입점,교육정도코드,교육정도,종교코드,종교,직업종류코드,직업종류,혼인여부,주택소유여부
B956,11991924,24043,경기,안양시,평촌동,72,패밀리,0,2005-06-28,13,"586,208","3,500,000",8,"7,000,000",0,0,n,n,"1,070,833",0, - ,영업점,4,학사,1,불교,6,주부,사실혼,월세
B957,11994825,4316,서울,서초구,방배동,83,플래티늄,3,2005-11-18,12,"447,350,836","2,100,000",3,"4,200,000",0,0,n,y,"1,071,667",11,"4,536,000",영업점,2,고졸,1,불교,6,주부,재혼,월세
B958,11995492,14050,인천,서구,심곡동,42,플래티늄,3,2006-08-04,11,"915,444,240","12,600,000",4,"25,200,000",0,0,n,n,"2,094,582",13,"17,268,000",영업점,5,석사,2,기독교,9,기타,사실혼,가족소유
B959,11997327,26625,경기,화성시,비봉면,78,플래티늄,3,2007-04-01,11,"469,660,384","83,700,000",3,"167,400,000",0,0,n,n,"2,490,301",0, - ,pb센터,2,고졸,1,불교,6,주부,사실혼,가족소유
B960,11997814,14009,인천,서구,마전동,50,패밀리,0,2002-04-29,16,"469,595","4,000,000",6,"8,000,000",0,0,n,n,"8,072,500",0, - ,콜센터,2,고졸,3,무교,3,자영업,이혼,전세
B961,11999541,10899,대구,달서구,대곡동,45,실버,1,2003-02-15,15,"3,213,514","17,800,000",8,"35,600,000",0,0,n,n,"2,425,648",25,"6,576,000",콜센터,4,학사,4,카톨릭,0,NULL,사별,전세
B962,12003987,17697,강원,삼척시,원덕읍,46,패밀리,0,2006-01-24,12,"328,969","4,200,000",10,"8,400,000",0,0,n,n,"75,000",0, - ,영업점,4,학사,1,불교,0,NULL,사실혼,자가소유
B963,12005103,22464,경기,성남시,태평3동,81,실버,1,2008-09-16,9,"3,766,066","949,200,000",3,"1,898,400,000",0,0,n,n,"75,833",0, - ,영업점,2,고졸,2,기독교,0,NULL,재혼,가족소유
B964,12008175,22310,경기,성남시,이매동,52,실버,1,2003-07-11,14,"5,897,976","153,100,000",3,"306,200,000",0,0,n,n,"3,078,333",21,"16,080,000",영업점,5,석사,4,카톨릭,1,회사원,비혼,가족소유
B965,12008838,23899,경기,안양시,관양동,41,패밀리,0,2003-07-09,15,"240,261","2,000,000",9,"4,000,000",0,0,n,n,"1,080,000",0, - ,영업점,2,고졸,1,불교,6,주부,기혼,월세
B966,12009498,15299,광주,북구,일곡동,59,패밀리,0,2008-05-07,10,"383,319","13,200,000",8,"26,400,000",0,0,n,y,"80,833",0, - ,영업점,3,대퇴,2,기독교,8,무직,비혼,가족소유
B967,12010710,48578,경기,고양시,풍동,75,패밀리,0,2005-04-08,13,"97,870","68,400,000",6,"136,800,000",0,0,n,n,"3,546,890",0, - ,pb센터,3,대퇴,1,불교,8,무직,사별,월세
B968,12012608,42481,제주,제주시,도남동,56,패밀리,0,2004-03-30,14,"648,633","276,000,000",4,"552,000,000",0,0,y,n,"82,500",20,"8,544,000",pb센터,2,고졸,1,불교,8,무직,비혼,가족소유
B969,12015072,22227,경기,성남시,서현동,48,패밀리,0,2004-02-02,14,"506,772","2,000,000",7,"4,000,000",0,0,n,n,"8,008,333",0, - ,영업점,4,학사,2,기독교,3,자영업,재혼,자가소유
B970,12019477,46214,충북,청주시,복대1동,37,패밀리,0,2004-08-23,13,"364,977","273,300,000",2,"546,600,000",0,0,n,n,"8,011,667",0, - ,영업점,4,학사,1,불교,3,자영업,이혼,전세
B971,12021732,48550,경기,고양시,탄현동,79,패밀리,0,2010-12-02,7,"835,723","9,000,000",7,"18,000,000",0,0,n,n,"1,013,333",0, - ,영업점,5,석사,3,무교,6,주부,비혼,자가소유
B972,12023054,20996,경기,군포시,당동,42,플래티늄,3,2002-02-23,16,"213,537,829","9,900,000",3,"19,800,000",0,0,n,n,"8,014,167",0, - ,영업점,4,학사,2,기독교,3,자영업,비혼,월세
B973,12026272,0,NULL,NULL,NULL,53,골드,2,2002-09-23,15,"11,333,082","28,500,000",5,"57,000,000",0,0,n,n,"1,017,500",0, - ,영업점,2,고졸,4,카톨릭,6,주부,기혼,전세
B974,12026580,13561,인천,남동구,만수1동,76,패밀리,0,2006-12-08,11,"465,642","23,000,000",8,"46,000,000",0,0,n,n,"18,333",37,"3,600,000",영업점,2,고졸,2,기독교,0,NULL,비혼,가족소유
B975,12027464,13571,인천,남동구,만수4동,60,실버,1,2005-04-21,13,"5,985,080","49,200,000",6,"98,400,000",0,0,n,n,"19,167",0, - ,콜센터,4,학사,4,카톨릭,8,무직,이혼,자가소유
B976,12028146,29798,경남,고성군,회화면,42,골드,2,2006-09-27,11,"28,426,578","27,000,000",4,"54,000,000",0,0,n,n,"8,020,000",26,"12,072,000",영업점,2,고졸,1,불교,3,자영업,비혼,월세
B977,12039438,16719,울산,남구,야음동,68,패밀리,0,2004-02-25,14,"296,831","15,900,000",6,"31,800,000",0,0,n,n,"5,738,479",23,"19,500,000",영업점,3,대퇴,2,기독교,6,주부,기혼,전세
B978,12039445,3366,서울,동대문구,전농4동,57,실버,1,2008-01-16,10,"6,899,684","14,000,000",8,"28,000,000",0,0,n,n,"21,667",0, - ,영업점,3,대퇴,1,불교,8,무직,비혼,전세
B979,12039761,,NULL,NULL,NULL,33,패밀리,0,2007-02-14,11,"199,125","3,900,000",8,"7,800,000",0,0,y,n,"1,022,500",0, - ,영업점,5,석사,2,기독교,6,주부,재혼,월세
B980,12041469,27619,경남,김해시,구산동,69,패밀리,0,2006-02-13,12,"94,688","39,200,000",3,"78,400,000",0,0,n,n,"8,023,333",0, - ,콜센터,3,대퇴,4,카톨릭,3,자영업,이혼,월세
B981,12044915,20509,경기,광명시,소하동,2,패밀리,0,2002-11-11,15,"764,151","31,300,000",5,"62,600,000",0,0,y,n,"1,026,667",0, - ,콜센터,2,고졸,1,불교,6,주부,재혼,월세
B982,12045247,9142,부산,사상구,모라동,60,패밀리,0,2008-08-03,9,"839,135","5,800,000",6,"11,600,000",0,0,n,n,"3,027,500",0, - ,영업점,5,석사,2,기독교,1,회사원,사실혼,전세
B983,12045513,47839,충북,청원군,강내면,65,패밀리,0,2006-05-02,12,"652,297","2,200,000",7,"4,400,000",0,0,n,n,"8,028,333",0, - ,영업점,2,고졸,1,불교,3,자영업,사실혼,자가소유
B984,12046272,21203,경기,김포시,대곶면,69,실버,1,2004-12-28,13,"6,000,812","1,500,000",9,"3,000,000",0,0,n,n,"29,167",0, - ,영업점,3,대퇴,2,기독교,8,무직,비혼,가족소유
B985,12047152,17263,강원,강릉시,교동,70,패밀리,0,2005-10-16,12,"423,311","30,000,000",8,"60,000,000",0,0,n,n,"30,000",0, - ,pb센터,4,학사,2,기독교,0,NULL,사실혼,자가소유
B986,12050269,38716,전남,목포시,옥암동,74,패밀리,0,2004-12-04,13,"924,080","572,700,000",3,"1,145,400,000",0,0,n,n,"1,031,667",25,"780,000",영업점,2,고졸,1,불교,7,학생,사별,가족소유
B987,12054598,13536,인천,남동구,만수4동,45,패밀리,0,2002-11-21,15,"952,926","49,200,000",5,"98,400,000",0,0,y,n,"1,033,333",0, - ,콜센터,5,석사,1,불교,7,학생,사별,자가소유
B988,12055819,31625,경북,구미시,송정동,40,패밀리,0,2002-03-08,16,"566,242","92,300,000",4,"184,600,000",0,0,n,n,"1,034,167",0, - ,pb센터,5,석사,2,기독교,7,학생,기혼,월세
B989,12056284,5466,서울,양천구,신월1동,50,패밀리,0,2006-01-10,12,"904,088","2,900,000",4,"5,800,000",0,0,n,n,"108,000,000",0, - ,pb센터,3,대퇴,4,카톨릭,3,자영업,기혼,월세
B990,12059451,6561,서울,종로구,누상동,9,패밀리,0,2004-08-06,13,"294,947","40,500,000",3,"81,000,000",0,0,n,n,"11,600,362",0, - ,영업점,2,고졸,4,카톨릭,3,자영업,비혼,월세
B991,12060966,20204,경기,고양시,일산3동,46,패밀리,0,2002-07-10,15,"315,512","3,600,000",7,"7,200,000",0,0,n,n,"8,882,282",0, - ,영업점,2,고졸,2,기독교,3,자영업,비혼,가족소유
B992,12063944,6494,서울,은평구,응암동,34,실버,1,2007-09-20,10,"5,747,642","33,500,000",4,"67,000,000",152800000,0,n,n,"8,035,833",0, - ,영업점,5,석사,2,기독교,3,자영업,재혼,자가소유
B993,12064117,900,서울,강동구,천호동,52,실버,1,2003-05-21,15,"9,726,512","6,800,000",5,"13,600,000",0,0,n,n,"10,331,599",27,"19,692,000",영업점,4,학사,2,기독교,3,자영업,기혼,월세
B994,12064332,24502,경기,오산시,원동,62,패밀리,0,2001-08-13,16,"641,955","2,600,000",9,"5,200,000",0,0,n,n,"2,333,711",0, - ,콜센터,4,학사,2,기독교,7,학생,기혼,전세
B995,12066013,5521,서울,양천구,신정2동,26,패밀리,0,2009-04-29,9,"347,005","1,600,000",10,"3,200,000",0,0,n,n,"2,207,394",0, - ,콜센터,4,학사,2,기독교,0,NULL,사실혼,월세
B996,12066349,47673,충북,증평군,증평읍,57,패밀리,0,2004-02-10,14,"270,994","8,000,000",8,"16,000,000",0,0,n,n,"1,036,667",0, - ,영업점,9,NULL,9,원불교,7,학생,비혼,전세
B997,12068856,32,NULL,NULL,NULL,70,골드,2,2005-12-05,12,"18,719,218","19,700,000",5,"39,400,000",0,0,n,n,"1,040,000",28,"11,892,000",pb센터,3,대퇴,1,불교,6,주부,사별,전세
B998,12069841,4191,서울,서대문구,홍제3동,58,실버,1,2006-09-06,11,"9,263,954","18,500,000",8,"37,000,000",0,0,n,n,"40,833",0, - ,콜센터,4,학사,2,기독교,8,무직,비혼,가족소유
B999,12070370,2528,서울,노원구,공릉동,50,패밀리,0,2002-12-20,15,"307,260","731,000,000",2,"1,462,000,000",0,0,n,n,"1,041,667",0, - ,영업점,5,석사,1,불교,6,주부,사별,월세
B1000,12070692,20509,경기,광명시,소하동,38,실버,1,2007-03-31,11,"8,917,119","54,400,000",5,"108,800,000",0,0,n,n,"1,042,500",20,"3,420,000",영업점,4,학사,1,불교,7,학생,기혼,월세
B1001,12071021,44899,충남,서천군,마서면,68,실버,1,2002-07-08,16,"5,236,328","70,800,000",4,"141,600,000",0,0,n,n,"5,473,858",38,"14,100,000",영업점,2,고졸,1,불교,6,주부,재혼,전세
B1002,12073193,20211,경기,고양시,일산4동,61,골드,2,2004-04-08,14,"17,923,200","399,600,000",2,"799,200,000",0,0,n,n,"1,044,167",0, - ,영업점,2,고졸,2,기독교,6,주부,사실혼,전세
B1003,12074842,12,NULL,NULL,NULL,64,패밀리,0,2008-06-02,10,"739,822","6,100,000",8,"12,200,000",5100000,1275000,n,n,"5,986,047",0, - ,pb센터,4,학사,1,불교,7,학생,기혼,가족소유
B1004,12077254,5782,서울,영등포구,여의도동,51,패밀리,0,2006-01-02,12,"940,255","1,200,000",7,"2,400,000",0,0,n,n,"8,045,000",20,"17,076,000",영업점,3,대퇴,4,카톨릭,3,자영업,사별,가족소유
B1005,12077971,31864,경북,구미시,해평면,67,패밀리,0,2005-03-28,13,"838,661","23,200,000",4,"46,400,000",0,0,n,y,"9,562,276",29,"15,540,000",pb센터,2,고졸,1,불교,3,자영업,사별,자가소유
B1006,12078757,48109,울산,북구,염포동,51,골드,2,2002-11-28,15,"15,930,420","3,100,000",7,"6,200,000",0,0,y,n,"1,046,667",0, - ,영업점,2,고졸,1,불교,6,주부,사별,전세
B1007,12081325,2950,서울,도봉구,방학1동,57,골드,2,2008-08-06,9,"15,303,368","713,400,000",3,"1,426,800,000",0,0,y,n,"48,333",0, - ,영업점,2,고졸,4,카톨릭,8,무직,기혼,자가소유
B1008,12082473,10506,부산,기장군,기장읍,56,실버,1,2007-03-19,11,"7,957,316","162,900,000",3,"325,800,000",0,0,n,n,"4,203,594",0, - ,영업점,3,대퇴,1,불교,7,학생,재혼,월세
B1009,12090573,12241,대구,수성구,만촌2동,56,실버,1,2004-09-21,13,"7,599,268","1,100,000",9,"2,200,000",0,0,n,n,"51,667",0, - ,영업점,5,석사,1,불교,8,무직,기혼,가족소유
B1010,12090763,20587,경기,광명시,철산동,43,실버,1,2005-07-05,13,"1,732,523","43,000,000",3,"86,000,000",0,0,n,n,"3,052,500",0, - ,영업점,4,학사,4,카톨릭,1,회사원,사별,자가소유
B1011,12092924,44897,충남,서천군,마서면,58,패밀리,0,2007-06-11,11,"707,271","3,300,000",10,"6,600,000",0,0,n,n,"54,167",14,"15,084,000",영업점,2,고졸,2,기독교,0,NULL,비혼,자가소유
B1012,12093222,43947,충남,천안시,구성동,75,패밀리,0,2004-12-15,13,"337,322","2,500,000",9,"5,000,000",0,0,n,n,"1,055,000",29,"18,036,000",영업점,4,학사,1,불교,6,주부,기혼,자가소유
B1013,12097905,16710,울산,남구,야음2동,52,실버,1,2002-12-09,15,"3,987,097","15,600,000",6,"31,200,000",0,0,n,n,"1,056,667",19,"18,216,000",영업점,4,학사,2,기독교,6,주부,비혼,가족소유
B1014,12098243,20380,경기,과천시,주암동,54,패밀리,0,2003-06-21,15,"62,630","2,600,000",10,"5,200,000",0,0,n,n,"57,500",0, - ,pb센터,9,NULL,9,원불교,8,무직,비혼,가족소유
B1015,12098861,48580,경기,고양시,마두동,37,실버,1,2005-02-14,13,"5,092,629","64,400,000",3,"128,800,000",0,0,n,n,"17,884,650",39,"12,576,000",영업점,3,대퇴,2,기독교,3,자영업,재혼,월세
B1016,12099435,27335,경기,연천군,군남면,79,실버,1,2007-03-03,11,"8,046,729","354,200,000",2,"708,400,000",0,0,n,n,"8,058,333",0, - ,영업점,3,대퇴,2,기독교,3,자영업,재혼,월세
B1017,12105140,5250,서울,송파구,신천동,52,패밀리,0,2005-05-16,13,"187,039","57,000,000",6,"114,000,000",0,0,n,n,"59,167",36,"936,000",영업점,4,학사,1,불교,8,무직,사실혼,자가소유
B1018,12106496,4157,서울,서대문구,홍은3동,58,패밀리,0,2006-11-16,11,"718,027","3,200,000",8,"6,400,000",0,0,n,n,"1,060,833",0, - ,영업점,2,고졸,4,카톨릭,6,주부,재혼,전세
B1019,12107564,4715,서울,성북구,길음동,61,실버,1,2005-07-27,12,"5,051,694","116,000,000",3,"232,000,000",0,0,n,n,"1,062,500",29,"23,088,000",영업점,4,학사,4,카톨릭,6,주부,기혼,자가소유
B1020,12108253,19267,강원,철원군,동송읍,55,패밀리,0,2008-09-22,9,"543,443","63,800,000",7,"127,600,000",0,0,y,n,"63,333",0, - ,영업점,3,대퇴,1,불교,0,NULL,비혼,전세
B1021,12108560,46980,충북,보은군,마로면,51,실버,1,2006-01-22,12,"4,342,210","26,900,000",5,"53,800,000",0,0,n,n,"1,064,167",15,"20,676,000",영업점,2,고졸,1,불교,6,주부,이혼,가족소유
B1022,12113567,25690,경기,파주시,교하읍,74,패밀리,0,2003-01-02,15,"831,262","5,800,000",6,"11,600,000",0,0,n,n,"8,065,833",10,"1,680,000",영업점,4,학사,1,불교,3,자영업,사실혼,월세
B1023,12113726,40945,전북,전주시,중노송동,44,골드,2,2004-03-22,14,"21,009,416","122,400,000",3,"244,800,000",0,0,y,n,"1,066,667",0, - ,영업점,3,대퇴,2,기독교,6,주부,비혼,자가소유
B1024,12115112,6058,서울,용산구,이촌1동,60,패밀리,0,2006-08-06,11,"661,182","49,900,000",4,"99,800,000",0,0,n,n,"1,068,333",0, - ,영업점,5,석사,4,카톨릭,6,주부,사별,자가소유
B1025,12115489,11,NULL,NULL,NULL,59,골드,2,2003-02-19,15,"23,549,344","1,500,000",8,"3,000,000",0,0,n,n,"1,069,167",0, - ,영업점,9,NULL,2,기독교,7,학생,이혼,자가소유
B1026,12116069,13905,인천,부평구,십정2동,35,실버,1,2008-11-16,9,"8,953,636","19,600,000",4,"39,200,000",0,0,y,n,"8,070,000",0, - ,영업점,2,고졸,2,기독교,3,자영업,비혼,가족소유
B1027,12117648,14970,광주,동구,운림동,58,패밀리,0,2008-09-17,9,"660,553","36,600,000",6,"73,200,000",0,0,y,n,"1,070,833",12,"264,000",영업점,4,학사,4,카톨릭,7,학생,기혼,월세
B1028,12118092,5462,서울,양천구,목동,70,플래티늄,3,2011-11-07,6,"117,951,967","6,900,000",3,"13,800,000",0,0,n,n,"10,263,704",19,"16,380,000",영업점,5,석사,1,불교,3,자영업,재혼,월세
B1029,12119064,5001,서울,성북구,하월곡2동,56,실버,1,2006-07-26,11,"4,693,717","29,500,000",8,"59,000,000",0,0,n,n,"71,667",0, - ,영업점,5,석사,2,기독교,9,기타,기혼,전세
B1030,12119462,16869,울산,북구,양정동,59,패밀리,0,2002-05-23,16,"823,327","60,300,000",3,"120,600,000",4300000,1075000,n,n,"8,072,500",0, - ,콜센터,4,학사,1,불교,3,자영업,사별,월세
B1031,12120206,20184,경기,고양시,일산2동,60,패밀리,0,2003-02-11,15,"706,101","4,900,000",9,"9,800,000",0,0,n,n,"1,252,670",31,"8,880,000",pb센터,3,대퇴,1,불교,8,무직,이혼,자가소유
B1032,12120840,20085,경기,고양시,마두1동,44,패밀리,0,2008-09-18,9,"707,429","5,600,000",6,"11,200,000",0,0,n,n,"8,073,333",0, - ,콜센터,4,학사,1,불교,3,자영업,기혼,가족소유
B1033,12122325,48580,경기,고양시,마두동,47,패밀리,0,2003-04-27,15,"225,296","51,300,000",3,"102,600,000",0,0,n,y,"8,074,167",0, - ,영업점,2,고졸,4,카톨릭,3,자영업,이혼,월세
B1034,12124053,21369,경기,남양주시,호평동,64,실버,1,2008-06-01,10,"6,033,279","34,500,000",6,"69,000,000",0,0,n,n,"1,075,000",27,"5,856,000",pb센터,3,대퇴,2,기독교,7,학생,사별,전세
B1035,12124122,32,NULL,NULL,NULL,67,실버,1,2006-05-14,12,"3,147,584","1,300,000",7,"2,600,000",0,0,n,n,"8,075,833",0, - ,pb센터,2,고졸,4,카톨릭,3,자영업,이혼,전세
B1036,12125109,1880,서울,관악구,신림본동,37,골드,2,2004-04-20,14,"21,930,901","20,600,000",4,"41,200,000",0,0,n,n,"9,904,190",34,"3,432,000",영업점,4,학사,1,불교,3,자영업,사실혼,전세
B1037,12125762,22,NULL,NULL,NULL,40,패밀리,0,2006-11-09,11,"903,031","15,600,000",9,"31,200,000",0,0,n,n,"76,667",13,"2,616,000",영업점,1,기타,1,불교,0,NULL,재혼,자가소유
B1038,12130880,21124,경기,김포시,북변동,36,골드,2,2003-12-02,14,"26,861,533","8,000,000",4,"16,000,000",0,0,n,n,"6,540,982",0, - ,영업점,3,대퇴,4,카톨릭,4,계열사직원,이혼,자가소유
B1039,12137717,2,NULL,NULL,NULL,73,패밀리,0,2007-10-23,10,"115,610","163,200,000",4,"326,400,000",0,0,n,n,"80,833",0, - ,pb센터,2,고졸,1,불교,8,무직,사별,자가소유
B1040,12138210,27693,경기,파주시,교하읍,34,패밀리,0,2004-03-18,14,"267,939","164,500,000",3,"329,000,000",0,0,y,n,"1,081,667",17,"4,704,000",영업점,3,대퇴,1,불교,6,주부,사실혼,가족소유
B1041,12139767,6783,서울,종로구,효자동,70,패밀리,0,2003-12-02,14,"540,393","188,500,000",2,"377,000,000",0,0,n,n,"3,008,333",13,"17,352,000",영업점,5,석사,1,불교,1,회사원,기혼,전세
B1042,12143123,5066,서울,송파구,가락동,56,패밀리,0,2003-02-10,15,"443,039","33,300,000",4,"66,600,000",0,0,n,n,"8,009,167",0, - ,영업점,9,NULL,1,불교,3,자영업,기혼,가족소유
B1043,12144507,20131,경기,고양시,백석동,48,패밀리,0,2006-10-09,11,"231,725","636,500,000",1,"1,273,000,000",0,0,n,n,"8,010,000",34,"516,000",영업점,3,대퇴,2,기독교,3,자영업,사별,전세
B1044,12145618,5471,서울,양천구,신월2동,68,패밀리,0,2006-09-24,11,"108,711","28,200,000",4,"56,400,000",0,0,y,n,"13,732,709",35,"6,576,000",영업점,2,고졸,1,불교,3,자영업,이혼,가족소유
B1045,12147473,22,NULL,NULL,NULL,44,실버,1,2006-12-27,11,"9,192,162","200,300,000",4,"400,600,000",0,0,n,n,"10,833",24,"15,036,000",영업점,2,고졸,1,불교,0,NULL,비혼,월세
B1046,12148544,48547,경기,고양시,주엽동,62,실버,1,2009-01-28,9,"4,278,107","37,800,000",4,"75,600,000",0,0,n,n,"1,011,667",25,"5,088,000",영업점,2,고졸,2,기독교,6,주부,사실혼,월세
B1047,12153501,20021,경기,고양시,대화동,47,패밀리,0,2002-05-13,16,"556,573","225,500,000",2,"451,000,000",0,0,n,n,"7,012,500",29,"10,740,000",영업점,5,석사,4,카톨릭,2,전문직,사실혼,월세
B1048,12155211,20166,경기,고양시,일산1동,62,실버,1,2009-01-09,9,"1,131,417","56,200,000",6,"112,400,000",0,0,y,n,"6,614,373",30,"14,472,000",pb센터,5,석사,2,기독교,8,무직,이혼,월세
B1049,12155222,20252,경기,고양시,장항2동,33,패밀리,0,2007-08-24,10,"897,731","9,800,000",9,"19,600,000",0,0,n,n,"13,333",0, - ,영업점,9,NULL,9,원불교,0,NULL,이혼,자가소유
B1050,12155597,5746,서울,영등포구,양평동1가,70,실버,1,2010-11-28,7,"8,461,186","393,100,000",3,"786,200,000",0,0,n,n,"14,167",0, - ,영업점,4,학사,1,불교,8,무직,사별,가족소유
B1051,12155714,16413,대전,중구,안영동,40,패밀리,0,2005-09-19,12,"677,721","34,300,000",7,"68,600,000",0,0,n,n,"15,000",0, - ,영업점,5,석사,4,카톨릭,8,무직,기혼,가족소유
B1052,12159388,2,NULL,NULL,NULL,52,패밀리,0,2001-09-26,16,"330,003","638,600,000",1,"1,277,200,000",0,0,n,n,"8,019,167",31,"2,340,000",영업점,6,박사,3,무교,3,자영업,기혼,전세
B1053,12159501,48343,경기,고양시,마두동,47,실버,1,2003-03-31,15,"7,312,235","147,600,000",3,"295,200,000",0,0,n,n,"1,020,000",0, - ,영업점,5,석사,2,기독교,6,주부,이혼,자가소유
B1054,12161583,40021,전북,김제시,용지면,73,패밀리,0,2005-08-22,12,"59,744","9,100,000",9,"18,200,000",0,0,n,n,"20,833",15,"21,204,000",영업점,4,학사,2,기독교,8,무직,기혼,가족소유
B1055,12161856,15122,광주,북구,매곡동,61,패밀리,0,2003-11-10,14,"219,417","15,800,000",6,"31,600,000",0,0,n,n,"1,021,667",26,"12,072,000",영업점,2,고졸,1,불교,6,주부,사별,월세
B1056,12165729,33765,경북,포항시,흥해읍,64,패밀리,0,2002-09-07,15,"43,954","4,400,000",8,"8,800,000",0,0,n,n,"1,023,333",0, - ,pb센터,4,학사,3,무교,6,주부,사실혼,가족소유
B1057,12166156,25175,경기,의정부시,신곡1동,54,실버,1,2002-02-23,16,"7,421,415","57,800,000",4,"115,600,000",0,0,n,n,"1,024,167",0, - ,영업점,2,고졸,1,불교,6,주부,재혼,월세
B1058,12168295,14016,인천,서구,불로동,62,패밀리,0,2008-04-28,10,"477,422","14,300,000",6,"28,600,000",0,0,n,n,"1,025,833",0, - ,콜센터,2,고졸,2,기독교,6,주부,기혼,가족소유
